Authors,Author full names,Author(s) ID,Year,Cited by,DOI,Link,stage1_status,stage1_matched_kws,stage2_status,stage2_matched_kws,final_status
Tekin S.; Türkakar G.,"Tekin, Satılmış (58044863600); Türkakar, Göker (54896376700)",58044863600; 54896376700,2023,6,10.1016/j.est.2022.106485,https://www.scopus.com/pages/publications/85145778874?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Ouyang D.; Wang J.,"Ouyang, Dongxu (57199849512); Wang, Jian (55894125500)",57199849512; 55894125500,2019,5,10.1088/1755-1315/257/1/012043,https://www.scopus.com/pages/publications/85068264752?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Liang X.; Huang D.; Yuan X.; Ji F.; Lan L.; Jiang X.; Wang Z.; Fang Z.; Minghua L.,"Liang, Xinghua (26435349500); Huang, Dongxue (57365098200); Yuan, Xun (57963174500); Ji, Fangli (57963174600); Lan, Lingxiao (57199649485); Jiang, Xingtao (57226454880); Wang, Zhenjiang (57206471866); Fang, Zhijie (35205164200); Minghua, Li (57962476400)",26435349500; 57365098200; 57963174500; 57963174600; 57199649485; 57226454880; 57206471866; 35205164200; 57962476400,2022,5,10.20964/2022.11.84,https://www.scopus.com/pages/publications/85141755461?origin=resultslist,dropped_stage1,,not_processed_stage2,,dropped — no caption keywords (stage 1)
Wang Y.; Su B.; Yuan C.,"Wang, Yu (58479036100); Su, Boman (57222420208); Yuan, Chris (8547379500)",58479036100; 57222420208; 8547379500,2024,6,10.1016/j.jmapro.2024.09.076,https://www.scopus.com/pages/publications/85204537925?origin=resultslist,dropped_stage1,,not_processed_stage2,,dropped — no caption keywords (stage 1)
Gaddam A.; Allu A.R.; Ganisetti S.; Fernandes H.R.; Stan G.E.; Negrila C.C.; Jamale A.P.; Mear F.; Montagne L.; Ferreira J.M.F.,"Gaddam, Anuraag (55769586900); Allu, Amarnath R. (57192917614); Ganisetti, Sudheer (57201977604); Fernandes, Hugo R. (7005418252); Stan, George E. (57204339163); Negrila, Catalin C. (8340381600); Jamale, Atul P. (36188115400); Mear, Francois (8924838000); Montagne, Lionel (7006509886); Ferreira, Jose M. F. (7403252290)",55769586900; 57192917614; 57201977604; 7005418252; 57204339163; 8340381600; 36188115400; 8924838000; 7006509886; 7403252290,2021,6,10.1021/acs.jpcc.1c05059,https://www.scopus.com/pages/publications/85112501109?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Yaqteen M.A.; Moon S.; Kim J.S.,"Yaqteen, Mohammad Ali (59259133100); Moon, Sunyoung (58686498800); Kim, Jin Sub (57189691289)",59259133100; 58686498800; 57189691289,2026,5,10.1016/j.applthermaleng.2025.128873,https://www.scopus.com/pages/publications/105021008393?origin=resultslist,passed_stage1,"charge, voltage, discharge, current",dropped_stage2,,dropped — no OCR keywords (stage 2)
Datta D.,"Datta, Dibakar (36704404500)",36704404500,2024,4,10.1007/s11837-023-06335-y,https://www.scopus.com/pages/publications/85181256863?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Selvaraj V.; Vairavasundaram I.,"Selvaraj, Vedhanayaki (57203780912); Vairavasundaram, Indragandhi (55759761300)",57203780912; 55759761300,2023,6,10.1016/j.prime.2023.100278,https://www.scopus.com/pages/publications/85170422490?origin=resultslist,passed_stage1,"current, voltage, discharge, curve",passed_stage2,voltage,relevant
Ahmed D.A.; Çelik M.; Mayr-Schmölzer W.; Kızılaslan A.; Vonbun-Feldbauer G.B.,"Ahmed, Doaa Aasef (58286600800); Çelik, Mustafa (57221685875); Mayr-Schmölzer, Wernfried (55328362500); Kızılaslan, Abdulkadir (57192994257); Vonbun-Feldbauer, Gregor B. (55887057500)",58286600800; 57221685875; 55328362500; 57192994257; 55887057500,2025,4,10.1039/d4ta05571c,https://www.scopus.com/pages/publications/85215836089?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zou W.; Hu Z.; Yu K.; Zhang H.; Lu H.; Mao L.,"Zou, Wenhao (58037909000); Hu, Zhiyong (57203965696); Yu, Kun (57476895500); Zhang, Heng (59326538700); Lu, Hongdian (7404844095); Mao, Lei (57204957079)",58037909000; 57203965696; 57476895500; 59326538700; 7404844095; 57204957079,2025,5,10.1016/j.est.2025.116804,https://www.scopus.com/pages/publications/105003863263?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Ma W.; Cai P.; Sun F.; Wang X.; Gong J.,"Ma, Wentao (55617149400); Cai, Panfei (57337834100); Sun, Fengyuan (57207338962); Wang, Xiaofei (56564392100); Gong, Junyu (57962299300)",55617149400; 57337834100; 57207338962; 56564392100; 57962299300,2022,6,10.20964/2022.11.73,https://www.scopus.com/pages/publications/85141764321?origin=resultslist,dropped_stage1,,not_processed_stage2,,dropped — no caption keywords (stage 1)
Okoye P.C.; Azi S.O.; Owolabi T.O.; Adeyemi O.W.; Souiyah M.; Latif M.B.; Olusayo O.,"Okoye, Peter Chibuike (57705756400); Azi, Samuel Ogochukwu (6507380533); Owolabi, Taoreed O. (56430979700); Adeyemi, Oke Wasiu (59455199900); Souiyah, Miloud (23111583900); Latif, Mouftahou B. (54407119800); Olusayo, Olubosede (57249723100)",57705756400; 6507380533; 56430979700; 59455199900; 23111583900; 54407119800; 57249723100,2022,6,10.1155/2022/8211023,https://www.scopus.com/pages/publications/85131375821?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Nagode M.; Gosar A.; Sweeney C.A.; Jaguemont J.; Van Mierlo J.; Šeruga D.,"Nagode, M. (56030625500); Gosar, Aleš (55190290400); Sweeney, Caoimhe A. (55227644800); Jaguemont, J. (56705583200); Van Mierlo, J. (57203921849); Šeruga, D. (36722306000)",56030625500; 55190290400; 55227644800; 56705583200; 57203921849; 36722306000,2019,6,10.1016/j.energy.2019.07.121,https://www.scopus.com/pages/publications/85073650393?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Logakannan K.P.; Zhu F.; Sypeck D.; Xu S.; Deng J.; Kim S.,"Logakannan, Krishna Prasath (57202290589); Zhu, Feng (36092348000); Sypeck, David (6602970023); Xu, Sida (58100683500); Deng, Jie (54381634100); Kim, Sangyeon (57851036400)",57202290589; 36092348000; 6602970023; 58100683500; 54381634100; 57851036400,2023,5,10.3390/en16031055,https://www.scopus.com/pages/publications/85147971891?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Sanz-Matias A.; Roychoudhury S.; Feng X.; Yang F.; Kao L.C.; Zavadil K.R.; Guo J.; Prendergast D.,"Sanz-Matias, Ana (57196274289); Roychoudhury, Subhayan (57220439532); Feng, Xuefei (24334418600); Yang, Feipeng (57195736165); Kao, Li Cheng (54583772700); Zavadil, Kevin R. (6701315698); Guo, Jinghua (7404489126); Prendergast, David (13906144500)",57196274289; 57220439532; 24334418600; 57195736165; 54583772700; 6701315698; 7404489126; 13906144500,2022,5,10.1021/acs.chemmater.2c02029,https://www.scopus.com/pages/publications/85141031661?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Qi C.; Zhou Y.; Yuan X.; Peng Q.; Yang Y.; Li Y.; Wen X.,"Qi, Changlin (59004787700); Zhou, Yuwei (57089350200); Yuan, Xiaoze (57218936877); Peng, Qing (59790983200); Yang, Yong (57216113417); Li, Yongwang (57218426695); Wen, Xiaodong (8931480700)",59004787700; 57089350200; 57218936877; 59790983200; 57216113417; 57218426695; 8931480700,2024,4,10.3390/ma17081810,https://www.scopus.com/pages/publications/85191427483?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Wolfman M.; May B.M.; Goel V.; Du S.; Yu Y.-S.; Faenza N.V.; Pereira N.; Grenier A.; Wiaderek K.M.; Xu R.; Wang J.; Chapman K.W.; Amatucci G.G.; Thornton K.; Cabana J.,"Wolfman, Mark (57201725783); May, Brian M. (57194075599); Goel, Vishwas (57217256659); Du, Sicen (59579288100); Yu, Young-Sang (57190021644); Faenza, Nicholas V. (56095982400); Pereira, Nathalie (7005220410); Grenier, Antonin (57191265402); Wiaderek, Kamila M. (22936036500); Xu, Ruqing (55843287300); Wang, Jiajun (57205480957); Chapman, Karena W. (34976315900); Amatucci, Glenn G. (7003380023); Thornton, Katsuyo (7007055133); Cabana, Jordi (15020118300)",57201725783; 57194075599; 57217256659; 59579288100; 57190021644; 56095982400; 7005220410; 57191265402; 22936036500; 55843287300; 57205480957; 34976315900; 7003380023; 7007055133; 15020118300,2023,6,10.1002/aenm.202300895,https://www.scopus.com/pages/publications/85169452560?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Maures M.; Mathieu R.; Briat O.; Capitaine A.; Delétage J.-Y.; Vinassa J.-M.,"Maures, Matthieu (57211575428); Mathieu, Romain (57224710075); Briat, Olivier (8533141800); Capitaine, Armande (57192161155); Delétage, Jean-Yves (6602805953); Vinassa, Jean-Michel (6602407725)",57211575428; 57224710075; 8533141800; 57192161155; 6602805953; 6602407725,2022,5,10.3390/batteries8050039,https://www.scopus.com/pages/publications/85129759931?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Shao L.; Zhao L.; Liu H.; Zhang D.; Li J.; Li C.,"Shao, Lei (55041076500); Zhao, Liangqi (59335471100); Liu, Hongli (57191739304); Zhang, Delong (57217985277); Li, Ji (47961287600); Li, Chao (57192578698)",55041076500; 59335471100; 57191739304; 57217985277; 47961287600; 57192578698,2024,4,10.1021/acsomega.4c03524,https://www.scopus.com/pages/publications/85204425470?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Ahn Y.J.,"Ahn, Young Ju (24443601500)",24443601500,2024,4,10.3390/en17143357,https://www.scopus.com/pages/publications/85199619368?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Xie Y.; Han Z.; Zhang J.; Liu L.,"Xie, Yi (60089302800); Han, Zhenqi (56896565300); Zhang, Jialu (59006650600); Liu, Lizhuang (57204653730)",60089302800; 56896565300; 59006650600; 57204653730,2025,4,10.1016/j.est.2025.118381,https://www.scopus.com/pages/publications/105015299206?origin=resultslist,passed_stage1,"voltage, discharge, current",dropped_stage2,,dropped — no OCR keywords (stage 2)
Monsalve G.; Cardenas A.; Martinez W.,"Monsalve, German (57347866300); Cardenas, Alben (35519512400); Martinez, Wilmar (55212747400)",57347866300; 35519512400; 55212747400,2022,5,10.1109/ISIE51582.2022.9831758,https://www.scopus.com/pages/publications/85135824243?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Wu W.; Ke Q.; Guo J.; Wang Y.; Qiu Y.; Cen J.; Jiang F.,"Wu, Wanyi (58734570400); Ke, Qiaomin (57426256400); Guo, Jian (55621756800); Wang, Yiwei (55364337900); Qiu, Yishu (57220157389); Cen, Jiwen (26663537000); Jiang, Fangming (9846616100)",58734570400; 57426256400; 55621756800; 55364337900; 57220157389; 26663537000; 9846616100,2023,5,10.3390/batteries9110552,https://www.scopus.com/pages/publications/85178311491?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Farag A.Y.; Rabah M.; El-Metwally K.A.; Mahgoub A.,"Farag, Ahmed Y. (58003288200); Rabah, Mohamed (58509620700); El-Metwally, Khaled A. (6602143569); Mahgoub, Abdelmomen (57193576760)",58003288200; 58509620700; 6602143569; 57193576760,2025,6,10.1109/ACCESS.2025.3585483,https://www.scopus.com/pages/publications/105010060188?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Li M.; Dong C.; Wang R.; Yu X.; Xiao Q.; Jia H.,"Li, Marui (57225916021); Dong, Chaoyu (56196740300); Wang, Rui (57200272960); Yu, Xiaodan (8225232000); Xiao, Qian (57201350791); Jia, Hongjie (7202381385)",57225916021; 56196740300; 57200272960; 8225232000; 57201350791; 7202381385,2023,6,10.1049/esi2.12080,https://www.scopus.com/pages/publications/85136481221?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Khan M.S.; Van Roekeghem A.; Mossa S.; Ivol F.; Bernard L.; Picard L.; Mingo N.,"Khan, Md Sharif (57211480687); Van Roekeghem, Ambroise (55256280600); Mossa, Stefano (55888318300); Ivol, Flavien (57204435780); Bernard, Laurent (57194545535); Picard, Lionel (35095493400); Mingo, Natalio (7003790737)",57211480687; 55256280600; 55888318300; 57204435780; 57194545535; 35095493400; 7003790737,2024,5,10.1039/d3cp05048c,https://www.scopus.com/pages/publications/85182933930?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Herzhoff R.; Negri F.; Meerholz K.; Fazzi D.,"Herzhoff, Robert (58559974300); Negri, Fabrizia (56234607100); Meerholz, Klaus (7006818995); Fazzi, Daniele (23027269500)",58559974300; 56234607100; 7006818995; 23027269500,2023,5,10.1039/d3tc02206d,https://www.scopus.com/pages/publications/85169547034?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Yao Y.; Peng X.; Gao L.; Xing H.; Xu X.; Gu J.; Liu L.; Yue S.; Qiu Y.; Wang Y.; Zhang Z.,"Yao, Yao (57226503313); Peng, Xu (57203822701); Gao, Lei (59827132300); Xing, Haozhe (57193213622); Xu, Xiaohui (55706169900); Gu, Juan (57208834987); Liu, Lu (59916147100); Yue, Songlin (59916971900); Qiu, Yanyu (59916420000); Wang, Youning (59916420100); Zhang, Zhi (57204712596)",57226503313; 57203822701; 59827132300; 57193213622; 55706169900; 57208834987; 59916147100; 59916971900; 59916420000; 59916420100; 57204712596,2025,5,10.3390/batteries11050202,https://www.scopus.com/pages/publications/105006580262?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zhang Z.; Lu L.; Li Y.; Wang H.; Ouyang M.,"Zhang, Zhihang (58304530600); Lu, Languang (11641454800); Li, Yalun (57208249523); Wang, Hewu (55941476100); Ouyang, Minggao (7007149577)",58304530600; 11641454800; 57208249523; 55941476100; 7007149577,2023,6,10.1088/1742-6596/2584/1/012046,https://www.scopus.com/pages/publications/85183204916?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Rezaei O.; Menhaj M.B.; Sharifi I.; Khosravi M.A.,"Rezaei, Omid (57199191052); Menhaj, Mohammad Bagher (35569062100); Sharifi, Iman (51462052500); Khosravi, Mohammad A. (36962611100)",57199191052; 35569062100; 51462052500; 36962611100,2025,5,10.1016/j.rineng.2025.105085,https://www.scopus.com/pages/publications/105003764858?origin=resultslist,passed_stage1,voltage,passed_stage2,voltage,relevant
She X.; Zhu K.; Wang J.; Xue Q.,"She, XueFeng (28268045500); Zhu, Kewei (57477022600); Wang, JingSong (14063872100); Xue, QingGuo (7201986905)",28268045500; 57477022600; 14063872100; 7201986905,2022,6,10.1177/17475198211066533,https://www.scopus.com/pages/publications/85125721646?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Pierini A.; Piacentini V.; Gómez-Urbano J.L.; Balducci A.; Brutti S.; Bodo E.,"Pierini, Adriano (57218566097); Piacentini, Vanessa (57733642800); Gómez-Urbano, Juan Luis (57202954855); Balducci, Andrea (24479616100); Brutti, Sergio (8709677100); Bodo, Enrico (56275960000)",57218566097; 57733642800; 57202954855; 24479616100; 8709677100; 56275960000,2024,5,10.1002/open.202400134,https://www.scopus.com/pages/publications/85200032950?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Yan J.; Huang W.; Hu T.; Huang H.; Zhu C.; Chen Z.; Fan X.; Wu Q.; Li Y.,"Yan, Jinwei (59402792000); Huang, Wen (57221473862); Hu, Tangqi (59926201400); Huang, Hai (59468421500); Zhu, Chengwei (59003648700); Chen, Zhijie (56991523100); Fan, Xiaohong (57232204200); Wu, Qihui (55475288200); Li, Yi (54900349100)",59402792000; 57221473862; 59926201400; 59468421500; 59003648700; 56991523100; 57232204200; 55475288200; 54900349100,2025,4,10.3390/molecules30112422,https://www.scopus.com/pages/publications/105007853493?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Dima R.S.; Maleka P.M.; Maluta E.N.; Maphanga R.R.,"Dima, R.S. (57197762519); Maleka, P.M. (57217077863); Maluta, E.N. (56805179300); Maphanga, R.R. (8947297900)",57197762519; 57217077863; 56805179300; 8947297900,2022,6,10.1016/j.matpr.2022.02.076,https://www.scopus.com/pages/publications/85132938084?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Lee Y.-J.; Park T.-G.; Park C.-H.; Kim S.-J.; Lee J.-S.; Rhi S.-H.,"Lee, Yong-Jun (60041922400); Park, Tae-Gue (60041082800); Park, Chan-Ho (60042344700); Kim, Su-Jong (58783101400); Lee, Ji-Su (55931013000); Rhi, Seok-Ho (6506162990)",60041922400; 60041082800; 60042344700; 58783101400; 55931013000; 6506162990,2025,4,10.3390/en18154132,https://www.scopus.com/pages/publications/105013272906?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Kaleli A.; Sungur B.,"Kaleli, Alirıza (55320607500); Sungur, Bilal (57191406398)",55320607500; 57191406398,2025,4,10.3390/batteries11030105,https://www.scopus.com/pages/publications/105001418932?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Cui X.; Zhang J.; Zhang D.; Wei Y.; Qi H.,"Cui, Xinru (59711185800); Zhang, Jinlong (56440943300); Zhang, Di (56440438300); Wei, Yanjun (21740086700); Qi, Hanhong (9639086500)",59711185800; 56440943300; 56440438300; 21740086700; 9639086500,2025,4,10.3390/sym17030351,https://www.scopus.com/pages/publications/105001094336?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Wang Y.; Wang S.; Fan Y.; Zhang H.; Xie Y.; Fernandez C.,"Wang, Yangtao (57886177400); Wang, Shunli (36919518900); Fan, Yongcun (57211072048); Zhang, Hansheng (58834869900); Xie, Yanxin (57202010340); Fernandez, Carlos (57102587200)",57886177400; 36919518900; 57211072048; 58834869900; 57202010340; 57102587200,2024,6,10.1007/s11581-024-05475-8,https://www.scopus.com/pages/publications/85188462835?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Novak E.; Daemen L.; Jalarvo N.,"Novak, Eric (57191541828); Daemen, Luke (6701482938); Jalarvo, Niina (23488970900)",57191541828; 6701482938; 23488970900,2024,5,10.3390/ma17246209,https://www.scopus.com/pages/publications/85213257003?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Gravante E.; Idrissi F.E.; Ramesh P.; D'Arpino M.,"Gravante, Emanuele (58365919600); Idrissi, Faissal El (58369374800); Ramesh, Prashanth (57220498011); D'Arpino, Matilde (55213244000)",58365919600; 58369374800; 57220498011; 55213244000,2023,6,10.1109/ACCESS.2023.3285814,https://www.scopus.com/pages/publications/85163211443?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Shi H.; Wang S.; Fernandez C.; Huang J.; Xu W.; Wang L.,"Shi, Haotian (57217852796); Wang, Shunli (36919518900); Fernandez, Carlos (57102587200); Huang, Junhan (57219283462); Xu, Wenhua (57219058030); Wang, Liping (57224113343)",57217852796; 36919518900; 57102587200; 57219283462; 57219058030; 57224113343,2022,5,10.1002/er.8373,https://www.scopus.com/pages/publications/85133979982?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Shan R.; Wang Y.; Guo S.; Cui Y.; Zhao L.; Li J.; Wang Z.,"Shan, Runzhe (59761330800); Wang, Yaxuan (57944925000); Guo, Shilong (57805137300); Cui, Yue (59760986400); Zhao, Lei (57075309800); Li, Junfu (55961736900); Wang, Zhenbo (56136272900)",59761330800; 57944925000; 57805137300; 59760986400; 57075309800; 55961736900; 56136272900,2025,4,10.3390/en18133542,https://www.scopus.com/pages/publications/105010311408?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Sturm J.; Friedrich S.; Genies S.; Buzon D.; G. R.-K.; Rheinfeld A.; A. J.,"Sturm, J. (57194413512); Friedrich, S. (57348953100); Genies, S. (6505913526); Buzon, D. (6602340764); G., Rahn-Koltermann (57482181600); Rheinfeld, A. (56340680300); A., Jossen (57202897843)",57194413512; 57348953100; 6505913526; 6602340764; 57482181600; 56340680300; 57202897843,2022,5,10.1149/1945-7111/ac51f3,https://www.scopus.com/pages/publications/85126005828?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Cabrera F.; Cobelli P.J.,"Cabrera, Facundo (57221374541); Cobelli, Pablo J. (25959922500)",57221374541; 25959922500,2021,5,10.1007/s00348-020-03121-3,https://www.scopus.com/pages/publications/85098970885?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Li H.; Yuan J.; Yang Z.; Gu Z.; Wang Y.; Wang T.; Bao J.; Yang T.; Pei L.; Jiang H.; Yuan C.,"Li, Huanhuan (57196361578); Yuan, Jifeng (58498132000); Yang, Zhiyin (58954852700); Gu, Zhengjian (58828286000); Wang, Yaping (57219718573); Wang, Tiansi (55437469100); Bao, Jun (58498534800); Yang, Tao (57217802396); Pei, Lei (35264672500); Jiang, Haobin (8872034600); Yuan, Chaochun (9243465800)",57196361578; 58498132000; 58954852700; 58828286000; 57219718573; 55437469100; 58498534800; 57217802396; 35264672500; 8872034600; 9243465800,2024,6,10.1016/j.ijoes.2024.100490,https://www.scopus.com/pages/publications/85188568313?origin=resultslist,passed_stage1,discharge,dropped_stage2,,dropped — no OCR keywords (stage 2)
Choi Y.; Kwak H.; Kim J.-S.; Han D.; Kim H.-Y.; Ko S.; Kim J.S.; Park J.; Kwon G.; Nam K.-W.; Seo D.-H.; Jung Y.S.,"Choi, Yeji (58913921900); Kwak, Hiram (57194419531); Kim, Jae-Seung (57890744800); Han, Daseul (57211463654); Kim, Hae-Yong (58073058500); Ko, Sunho (58141747300); Kim, Jong Seok (57467373900); Park, Juhyoun (57221531041); Kwon, Gihan (55447475400); Nam, Kyung-Wan (7203003230); Seo, Dong-Hwa (25931852700); Jung, Yoon Seok (7402506430)",58913921900; 57194419531; 57890744800; 57211463654; 58073058500; 58141747300; 57467373900; 57221531041; 55447475400; 7203003230; 25931852700; 7402506430,2025,4,10.1002/smll.202505926,https://www.scopus.com/pages/publications/105015199603?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Wang Y.; He C.; Sun X.; Liu X.,"Wang, Yan (59348680500); He, Chunxiao (57863489200); Sun, Xiaodong (57260631800); Liu, Xianyu (57241474300)",59348680500; 57863489200; 57260631800; 57241474300,2025,4,10.1039/d5ra01479d,https://www.scopus.com/pages/publications/105003634257?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Mubarak A.; Amin A.A.; Ahmad M.; Shafique M.F.; Zafar M.S.,"Mubarak, Ansa (59395743100); Amin, Arslan Ahmed (57205398233); Ahmad, Muhammad (59395666700); Shafique, Muhammad Furqan (59395820900); Zafar, Muhammad Shaheer (59396143300)",59395743100; 57205398233; 59395666700; 59395820900; 59396143300,2024,5,10.1177/16878132241289766,https://www.scopus.com/pages/publications/85208179846?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Premkumar M.; Sowmya R.; Sridhar S.; Kumar C.; Abbas M.; Alqahtani M.S.; Nisar K.S.,"Premkumar, M. (57191413142); Sowmya, R. (57219263030); Sridhar, S. (57052288300); Kumar, C. (57214039358); Abbas, Mohamed (57201738440); Alqahtani, Malak S. (57575352800); Nisar, Kottakkaran Sooppy (56715663200)",57191413142; 57219263030; 57052288300; 57214039358; 57201738440; 57575352800; 56715663200,2022,5,10.32604/cmc.2022.030490,https://www.scopus.com/pages/publications/85135113155?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Nieduzak T.B.; Tronci E.M.; Zhou T.; Demo L.B.; Feng M.Q.; Aitharaju V.,"Nieduzak, Tymon B. (57574564900); Tronci, Eleonora M. (57221215820); Zhou, Tianyi (59557903500); Demo, Luke B. (57742677600); Feng, Maria Q. (7201365644); Aitharaju, Venkat (6507297756)",57574564900; 57221215820; 59557903500; 57742677600; 7201365644; 6507297756,2025,5,10.1016/j.compositesb.2025.112258,https://www.scopus.com/pages/publications/85217733121?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Shastri D.S.; Mahajan M.R.; Sur A.; Bhatkar V.W.,"Shastri, Dhiresh S. (58107581900); Mahajan, Mangesh R. (57911080500); Sur, Anirban (57007989500); Bhatkar, Vijay W. (55636176300)",58107581900; 57911080500; 57007989500; 55636176300,2025,4,10.18280/ijht.430317,https://www.scopus.com/pages/publications/105015311076?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zhao H.; Bo X.; Zhang Z.; Wang L.; Daoud W.A.; He X.,"Zhao, Hong (59044277800); Bo, Xiangkun (57704417400); Zhang, Zhiguo (59802402000); Wang, Li (57196330840); Daoud, Walid A. (6603897069); He, Xiangming (8934002500)",59044277800; 57704417400; 59802402000; 57196330840; 6603897069; 8934002500,2025,4,10.1002/bte2.20250036,https://www.scopus.com/pages/publications/105012138024?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Lal M.A.; Singh A.; Mzik R.; Lanjan A.; Srinivasan S.,"Lal, Mohit Anil (58903563900); Singh, Akashdeep (59092855500); Mzik, Ryan (58903722500); Lanjan, Amirmasoud (57212385735); Srinivasan, Seshasai (35249484900)",58903563900; 59092855500; 58903722500; 57212385735; 35249484900,2024,4,10.3390/batteries10020051,https://www.scopus.com/pages/publications/85185834461?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Witt D.; Bläubaum L.; Baakes F.; Krewer U.,"Witt, Daniel (57222294922); Bläubaum, Lars (57220593753); Baakes, Florian (57216875959); Krewer, Ulrike (23982794300)",57222294922; 57220593753; 57216875959; 23982794300,2024,6,10.1002/batt.202400023,https://www.scopus.com/pages/publications/85196357835?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Yu M.; Meng S.; Wei R.; Tang T.; Hu Y.; Xu J.; Hu D.; Ding J.,"Yu, Mingming (59005485100); Meng, Su (59732743300); Wei, Renchuan (59733277100); Tang, Taoran (59005485000); Hu, Yanqing (59732557700); Xu, Jinxin (55579450200); Hu, Dongfang (58031448900); Ding, Jiong (55265037700)",59005485100; 59732743300; 59733277100; 59005485000; 59732557700; 55579450200; 58031448900; 55265037700,2025,5,10.1016/j.measurement.2025.117548,https://www.scopus.com/pages/publications/105002412459?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Choi Y.; Park P.,"Choi, Youngrok (59365898000); Park, Pangun (35173287000)",59365898000; 35173287000,2024,6,10.3390/app14199107,https://www.scopus.com/pages/publications/85206291128?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Kulathu S.; Hurtado J.A.; Bose K.; Hahn Y.; Bouzinov P.A.; Taylor R.L.; Oancea V.,"Kulathu, Sandeep (60579597800); Hurtado, Juan A. (7005736396); Bose, Kingshuk (58361884600); Hahn, Youngwon (57202413061); Bouzinov, Pavel A. (6507199304); Taylor, Robert L. (55728419700); Oancea, Victor (6603889655)",60579597800; 7005736396; 58361884600; 57202413061; 6507199304; 55728419700; 6603889655,2024,4,10.1002/nme.7464,https://www.scopus.com/pages/publications/85187165179?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Balbierer R.; Seegert P.; Herberger S.; Wetzel T.; Nirschl H.; Guthausen G.,"Balbierer, Roland (57205331551); Seegert, Philipp (57191858564); Herberger, Sabrina (56237022000); Wetzel, Thomas (7003641164); Nirschl, Hermann (6701439102); Guthausen, Gisela (6602699594)",57205331551; 57191858564; 56237022000; 7003641164; 6701439102; 6602699594,2021,6,10.1002/ente.202000579,https://www.scopus.com/pages/publications/85091309205?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
