"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link"
"Zhao H.; Zhang J.; Jia H.S.; Zhao J.; Chen P.; Liu H.; Zou Y.; Guo X.; Liu W.; Wang X.","Zhao, Haili (57350546600); Zhang, Junkai (53878957700); Jia, Hong Sheng (36139534000); Zhao, Jianxun (55036067400); Chen, Peng (57112844200); Liu, Heng (56241978100); Zou, Yongjin (57204656741); Guo, Xin (55047464500); Liu, Wanqiang (14045435500); Wang, Xinwei (57223713823)","57350546600; 53878957700; 36139534000; 55036067400; 57112844200; 56241978100; 57204656741; 55047464500; 14045435500; 57223713823","Effect of flower-like Ni/C nanocrystal on electrochemical hydrogen storage properties of Co–P alloy","2022","5","10.1016/j.jpcs.2021.110496","https://www.scopus.com/pages/publications/85119700159?origin=resultslist"
"Kościelniak B.; Groch D.; Nowak W.J.; Drajewicz M.; Kwolek P.","Kościelniak, Barbara (57193877703); Groch, Diana (59399260100); Nowak, Wojciech J. (56731171800); Drajewicz, Marcin (25648906900); Kwolek, Przemysław (36508852200)","57193877703; 59399260100; 56731171800; 25648906900; 36508852200","Microstructure and Corrosion Resistance of 7075 Aluminium Alloy Composite Material Obtained from Chips in the High-Energy Ball Milling Process","2024","3","10.3390/ma17215331","https://www.scopus.com/pages/publications/85208397744?origin=resultslist"
"Ding K.; Wang Z.; Wu X.; Shang X.; Liu Q.","Ding, Kailu (58028048100); Wang, Zonglun (57216581368); Wu, Xianghai (58085715600); Shang, Xiaojuan (56337735000); Liu, Qibin (57189031672)","58028048100; 57216581368; 58085715600; 56337735000; 57189031672","A Novel Compositional Design of [Cr–Fe4Co4Ni4]Cr2.6−xTixMo0.4 High-Entropy Alloy Coating Based on the Cluster-Plus-Glue-Atom Model and Its Mechanism of Resisting Strong Acid Erosion","2023","3","10.1002/adem.202201483","https://www.scopus.com/pages/publications/85147180487?origin=resultslist"
"Sekar R.; Jagadesh K.K.; Bapu G.N.K.R.","Sekar, R. (36952589300); Jagadesh, K.K. (56499271600); Bapu, G. N. K. Ramesh (60379638500)","36952589300; 56499271600; 60379638500","Autocatalytic deposition of copper from modified electrolytes and its characteristics","2015","3","10.1016/S1003-6326(15)64023-7","https://www.scopus.com/pages/publications/84954270808?origin=resultslist"
"Chaudhary S.; Tak R.K.; Duchaniya R.K.","Chaudhary, Suchitra (57194602277); Tak, Rakesh K. (36673869500); Duchaniya, Rajendra Kumar (55792311200)","57194602277; 36673869500; 55792311200","Corrosion Inhibition of Mild Steel in 0.5N H2 SO4 Solution by Tribulus terrestris (Fruit) Extract","2017","1","10.18311/jsst/2017/15575","https://www.scopus.com/pages/publications/85110698540?origin=resultslist"
"Hall L.C.; Major C.P.; Steppan J.J.; Roth J.A.; Vaughen B.K.","Hall, L.C. (7402375564); Major, C.P. (7004324524); Steppan, J.J. (59430348700); Roth, J.A. (7404379376); Vaughen, B.K. (6505971888)","7402375564; 7004324524; 59430348700; 7404379376; 6505971888","Cyclic Voltammetric Study of Copper Electrode Pretreatment for Metal Migration and Corrosion Rates","1987","5","10.1149/1.2100786","https://www.scopus.com/pages/publications/0023400581?origin=resultslist"
"Hu Q.; Lv A.; Ma Y.; Wang Y.; Zhang H.; Mi X.; Xiao Q.","Hu, Qingqing (57217425504); Lv, Aijuan (57383066500); Ma, Yukang (57226031195); Wang, Yan (57768399400); Zhang, Haoyi (57369116100); Mi, Xin (57218619193); Xiao, Qiang (55702347200)","57217425504; 57383066500; 57226031195; 57768399400; 57369116100; 57218619193; 55702347200","In situ polymerization to boron nitride-fluorinated poly methacrylate composites as thin but robust anti-corrosion coatings","2021","4","10.3390/coatings11121518","https://www.scopus.com/pages/publications/85121613291?origin=resultslist"
"Zhang H.X.","Zhang, H.X. (58132110500)","58132110500","Microstructure, Wear and Corrosion Resistance of AlNi2Ti–Ti2Ni–NiTi Intermetallic Alloy","2022","1","10.1134/S0031918X21101142","https://www.scopus.com/pages/publications/85149517062?origin=resultslist"
"Rumiyanti L.; Siringoringo P.; Karo-Karo P.; Garcia S.; Junaidi","Rumiyanti, Leni (57211787798); Siringoringo, Pebrina (58695726900); Karo-Karo, Pulung (57194902121); Garcia, Shania (57203491182); Junaidi (56764306600)","57211787798; 58695726900; 57194902121; 57203491182; 56764306600","Power of hydrogen (pH) effects on physical and mechanical properties of steel coated in rice husk-based smart corrosion inhibitors of mesoporous silica","2023","1","10.1063/5.0167390","https://www.scopus.com/pages/publications/85176733604?origin=resultslist"
"Wang J.; Jiang B.","Wang, Jiantao (60151963100); Jiang, Bochen (57862398800)","60151963100; 57862398800","Corrosion behavior and mechanism of DH36 steel under synergistic chloride and hydrogen ion influence","2026","0","10.1007/s42452-026-08332-7","https://www.scopus.com/pages/publications/105033423508?origin=resultslist"
"Zhao J.; Wang F.; Xu Y.; Tan B.; Zhao X.; Zhang S.; Han X.; Liu R.","Zhao, Jiadong (58632566800); Wang, Fangyuan (57765909900); Xu, Yi (57212364890); Tan, Baimei (9844417900); Zhao, Xinyu (58632402500); Zhang, Shihao (57219090555); Han, Xinyu (58513946300); Liu, Renhao (58514629200)","58632566800; 57765909900; 57212364890; 9844417900; 58632402500; 57219090555; 58513946300; 58514629200","Corrosion inhibitors in H2O2 system slurry for Ru based barrier layer Cu interconnect chemical mechanical polishing and optimization","2024","3","10.1016/j.colsurfa.2024.135351","https://www.scopus.com/pages/publications/85203648122?origin=resultslist"
"Dattilo Marion","Dattilo, Marion (6603874871)","6603874871","USE OF AC IMPEDANCE TO DETERMINE THE CORROSION RATE OF ELECTROGALVANIZED STEEL.","1986","3","","https://www.scopus.com/pages/publications/0022810645?origin=resultslist"
"Sandoval-Amador A.; Torres Ramirez J.E.; Cabrales-Villamizar P.A.; Laverde Catano D.; Pena-Ballesteros D.Y.","Sandoval-Amador, A. (57188588127); Torres Ramirez, J.E. (56525982900); Cabrales-Villamizar, P.A. (57200520118); Laverde Catano, D. (6507158986); Pena-Ballesteros, D.Y. (24278943600)","57188588127; 56525982900; 57200520118; 6507158986; 24278943600","The effect of zinc thickness on corrosion film breakdown of Colombian galvanized steel","2017","4","10.1088/1742-6596/935/1/012052","https://www.scopus.com/pages/publications/85041478901?origin=resultslist"
"Zhang H.; Chen X.; Zheng S.; Huang X.; Lu J.","Zhang, Hua (57191173417); Chen, Xiao (57208230492); Zheng, Sihan (57392335300); Huang, Xueming (58002500900); Lu, Jiakun (58534388000)","57191173417; 57208230492; 57392335300; 58002500900; 58534388000","Investigation of corrosion resistance and interfacial bonding properties of silver/silicone zinc-rich coating/substrate system in marine environment","2024","2","10.1080/01694243.2024.2351955","https://www.scopus.com/pages/publications/85193024886?origin=resultslist"
"Xu Y.; Song G.; Zheng D.; Liu C.; Han E.","Xu, Yuqing (57202868071); Song, Guangling (7402252943); Zheng, Dajiang (55271833200); Liu, Changsheng (58366972700); Han, Enhou (7101875388)","57202868071; 7402252943; 55271833200; 58366972700; 7101875388","Polarization-Accelerated Seawater Splash Simulation for Rapid Evaluation of Protection Performance of an Epoxy Coating on Carbon Steel","2024","4","10.3390/ma17143623","https://www.scopus.com/pages/publications/85199788669?origin=resultslist"
"Pérez F.R.; Betancur A.F.; García A.; Merlano A.S.; Cabral J.A.; Salazar A.","Pérez, F.R. (22963494000); Betancur, A.F. (57207656550); García, A. (57885324300); Merlano, A.S. (57209050035); Cabral, J.A. (55764911500); Salazar, A. (7102422737)","22963494000; 57207656550; 57885324300; 57209050035; 55764911500; 7102422737","Graphene oxide-based nanomaterial as a coating with anti-corrosion properties","2019","2","10.1088/1742-6596/1219/1/012002","https://www.scopus.com/pages/publications/85066410479?origin=resultslist"
"Perkasa D.E.; Qonita A.; Soegijono B.","Perkasa, Daniel Eka (57222577043); Qonita, Aliya (57212392359); Soegijono, Bambang (15754907100)","57222577043; 57212392359; 15754907100","Influence of heat treatment on crystal structure and corrosion properties of Co-Cr-Mo-Al alloy in simulated body fluid solution.","2021","4","10.1088/1742-6596/1825/1/012055","https://www.scopus.com/pages/publications/85103253890?origin=resultslist"
"Pang Q.; Zhao M.; Hu Z.-L.","Pang, Qiu (55555855800); Zhao, Man (57546222000); Hu, Zhi-Li (55556443200)","55555855800; 57546222000; 55556443200","Effect of Deformation on the Corrosion Behavior of Friction Stir Welded Joints of 2024 Aluminum Alloy","2022","3","10.3390/ma15062157","https://www.scopus.com/pages/publications/85127005127?origin=resultslist"
"Hua X.Y.; He M.F.; Zhou X.Q.","Hua, Xian Yang (57069553200); He, Mei Feng (23099994300); Zhou, Xiao Qin (56824506500)","57069553200; 23099994300; 56824506500","Preparation and characterization of polylactic acid coating on the surface of magnesium alloy","2015","2","10.4028/www.scientific.net/MSF.569-573.132","https://www.scopus.com/pages/publications/84955090207?origin=resultslist"
"Dima G.-D.; Dan M.L.; Rudenko N.; Vaszilcsin N.","Dima, George-Daniel (57217051193); Dan, Mircea Laurențiu (39361376800); Rudenko, Nataliia (59552277400); Vaszilcsin, Nicolae (6507465994)","57217051193; 39361376800; 59552277400; 6507465994","Evaluation of the Inhibitory Efficiency of Yohimbine on Corrosion of OLC52 Carbon Steel and Aluminum in Acidic Acetic/Acetate Media","2025","1","10.3390/coatings15121458","https://www.scopus.com/pages/publications/105026124525?origin=resultslist"
"Xue D.; Hai W.; Zhang H.; Lu C.; Dong J.; Chen G.; Zheng L.","Xue, Dingfan (59961985100); Hai, Weijing (60017554500); Zhang, Hanlong (60353500200); Lu, Chao (59714005000); Dong, Jie (57941449700); Chen, Gang (57190610619); Zheng, Li (55806523000)","59961985100; 60017554500; 60353500200; 59714005000; 57941449700; 57190610619; 55806523000","Study on the corrosion inhibition performance and mechanism of hydrated hydrazine in natural gas well foam drainage agents","2026","0","10.1515/tsd-2025-2674","https://www.scopus.com/pages/publications/105031658795?origin=resultslist"
"Zhao J.; Feng Y.; Gao H.; Wang L.; Yang X.; Gu Y.","Zhao, Jie (56805303900); Feng, Yuqi (57215964981); Gao, Hui (57192390923); Wang, Lei (59649843000); Yang, Xiaoyu (55537193400); Gu, Yanhong (55122750500)","56805303900; 57215964981; 57192390923; 59649843000; 55537193400; 55122750500","Erosion–Corrosion Behavior of Friction Stud Welded Joints of X65 Pipelines in Simulated Seawater under Different Flow Rates","2023","2","10.3390/ma16124326","https://www.scopus.com/pages/publications/85163719496?origin=resultslist"
"Dammulla I.N.; Swain G.M.","Dammulla, Isuri N. (57808942000); Swain, Greg M. (7006630533)","57808942000; 7006630533","Inhibiting Metal Galvanic and Carbon Corrosion in Aluminum Alloy-Carbon Fiber Reinforced Composite Joints by Spontaneous Deposition of Diazonium Adlayers on Exposed Carbon Fibers","2023","4","10.1149/1945-7111/acf889","https://www.scopus.com/pages/publications/85173588663?origin=resultslist"
"Dong C.F.; Xiao K.; Sheng H.; An Y.H.; Li X.G.","Dong, C.F. (35090059500); Xiao, K. (12240864800); Sheng, H. (26424798100); An, Y.H. (35490033800); Li, X.G. (52063654000)","35090059500; 12240864800; 26424798100; 35490033800; 52063654000","Characterizations of UV aging and atmospheric corrosion on epoxy coated 7A04 aluminum alloy","2011","2","10.4028/www.scientific.net/MSF.686.784","https://www.scopus.com/pages/publications/79959857696?origin=resultslist"
"Tekdir H.; Yetim T.; Dursunüstün Z.; Dağ B.; Suci F.; Yetim A.F.","Tekdir, Hilmi (57220122662); Yetim, Tuba (55611483900); Dursunüstün, Zehra (60437388100); Dağ, Burak (60437670200); Suci, Furkan (60437670300); Yetim, Ali Fatih (14831890100)","57220122662; 55611483900; 60437388100; 60437670200; 60437670300; 14831890100","Tribological and Electrochemical Performance of Ag-Doped and Undoped Different Ceramic Oxide Coatings Produced by Successive Ionic Layer Adsorption and Reaction on Ti6Al4V-Extra-Low Interstitial Alloy Fabricated Using Laser Powder Bed Fusion Additive Manufacturing","2026","1","10.1002/adem.202502699","https://www.scopus.com/pages/publications/105031937361?origin=resultslist"
"Azizi S.; Ehsani M.H.; Zareidoost A.","Azizi, Somayeh (56333871400); Ehsani, Mohammad Hossein (55983138900); Zareidoost, Amir (55143899800)","56333871400; 55983138900; 55143899800","Ultra-low Young's modulus Zr-Nb thin films on Mg substrate for enhanced corrosion resistance","2022","4","10.1016/j.matchar.2022.112179","https://www.scopus.com/pages/publications/85135687235?origin=resultslist"
"Birkin P.R.; Lear R.; Webster L.; Powell L.; Martin H.L.","Birkin, P.R. (7004331687); Lear, R. (57219975225); Webster, L. (57219981585); Powell, L. (57219978480); Martin, H.L. (57206860433)","7004331687; 57219975225; 57219981585; 57219978480; 57206860433","In-situ detection of single particle impact, erosion/corrosion and surface roughening","2021","5","10.1016/j.wear.2020.203527","https://www.scopus.com/pages/publications/85096377170?origin=resultslist"
"Mohammadzadeh H.; Jafari R.; Gheysvand A.","Mohammadzadeh, Hurieh (56509336600); Jafari, Robabeh (56065823600); Gheysvand, Abolfazl (58311779600)","56509336600; 56065823600; 58311779600","An investigation of corrosion in dehumidification bubble caps in a gas refinery","2023","2","10.1680/jemmr.22.00227","https://www.scopus.com/pages/publications/85161683104?origin=resultslist"
"Lestari Y.; Priyotomo G.","Lestari, Yulinda (55872929700); Priyotomo, Gadang (37073272700)","55872929700; 37073272700","Corrosion resistance of API 5L grade B steel with taro leaf (Colocasia esculenta) addition as corrosion inhibitor in HCl 0.1 M","2018","5","10.1063/1.5038313","https://www.scopus.com/pages/publications/85047798257?origin=resultslist"
"Mandujano-Ruíz A.; Morales-Hernández J.; Herrera-Hernández H.; Corona-Almazán L.E.; Juárez García J.M.","Mandujano-Ruíz, Araceli (56904217800); Morales-Hernández, Jorge (7801484036); Herrera-Hernández, Héctor (56002769700); Corona-Almazán, Luis E. (57199995465); Juárez García, José M. (36445875400)","56904217800; 7801484036; 56002769700; 57199995465; 36445875400","Evaluation of electrochemical behavior of Nopal extract (Opuntia Ficus-Indica) as possible corrosion inhibitor; [Evaluación del comportamiento electroquímico del extracto de nopal (Opuntia Ficus-Indica) como posible inhibidor de corrosión]","2017","5","10.3989/revmetalm.108","https://www.scopus.com/pages/publications/85038583807?origin=resultslist"
"Chen C.-F.","Chen, Cheng-Fu (56783395100)","56783395100","Polystyrene Coating on APTES-Primed Hydroxylated AA2024-T3: Characterization and Failure Mechanism of Corrosion","2023","4","10.3390/solids4030016","https://www.scopus.com/pages/publications/85174933399?origin=resultslist"
"García-Alonso M.C.; Chico B.; Lozano R.M.; Escudero M.L.","García-Alonso, M.C. (57941558500); Chico, B. (55929983000); Lozano, R.M. (7102198413); Escudero, M.L. (7005952504)","57941558500; 55929983000; 7102198413; 7005952504","Tribocorrosion behavior of graphene-based solid lubricants biofunctionalized with hyaluronic acid on CoCr surfaces","2023","4","10.1016/j.triboint.2023.108420","https://www.scopus.com/pages/publications/85150287684?origin=resultslist"
"Hamdy A.S.; Gasem Z.; Alfosail F.","Hamdy, Abdel Salam (57950938400); Gasem, Z. (6507667437); Alfosail, F. (57495651000)","57950938400; 6507667437; 57495651000","Protective silica-based coating for aluminum 6092/SiCp metal matrix composite in chloride media","2013","1","","https://www.scopus.com/pages/publications/84876444112?origin=resultslist"
"Cedeño M.L.; Vera L.E.; Pineda T.Y.","Cedeño, M.L. (57193336718); Vera, L.E. (7006378188); Pineda, T.Y. (57193337774)","57193336718; 7006378188; 57193337774","Effect of contents oil temperature and flow rate in the electrochemical corrosion of the AISI-SAE1020-steel","2017","2","10.1088/1742-6596/786/1/012039","https://www.scopus.com/pages/publications/85013096230?origin=resultslist"
"Rahman F.A.; Basirun W.J.; Johan M.R.; Ghazali N.; Ladan M.","Rahman, Fariza Abdul (57193531658); Basirun, Wan Jefrey (35550587900); Johan, Mohd Rafie (8727448400); Ghazali, Nadiah (57211508042); Ladan, Magaji (57195520070)","57193531658; 35550587900; 8727448400; 57211508042; 57195520070","Corrosion Protection of Mild Steel by Polyaniline/Tin-Doped Titania Nanocomposite","2022","3","10.4028/p-0c9315","https://www.scopus.com/pages/publications/85139557356?origin=resultslist"
"Salas Y.; Guerrero L.; Vera-Monroy S.P.; Blanco J.; Jimenez C.","Salas, Y. (57188588175); Guerrero, L. (57188581633); Vera-Monroy, S.P. (57200522384); Blanco, J. (57188594056); Jimenez, C. (57194243048)","57188588175; 57188581633; 57200522384; 57188594056; 57194243048","Electrochemical characterization of corrosion in materials of grounding systems, simulating conditions of synthetic soils with characteristics of local soils","2017","1","10.1088/1742-6596/935/1/012055","https://www.scopus.com/pages/publications/85041487868?origin=resultslist"
"Torres J.E.; Sierra A.; Peña D.Y.; Uribe I.; Estupiñan H.","Torres, Jhon E. (56525982900); Sierra, Andrea (56526423600); Peña, DaríO Y. (24278943600); Uribe, Iván (6602663820); Estupiñan, Hugo (35324245000)","56525982900; 56526423600; 24278943600; 6602663820; 35324245000","Corrosion rate of a lead-based alloy in a sulfuric acid solution at different temperatures; [Velocidad de corrosión de una aleación base plomo en una solución de ácido sulfúrico a diferentes temperaturas]","2014","1","","https://www.scopus.com/pages/publications/84923327132?origin=resultslist"
"Li Y.; Zhan Y.; Zhang H.; Gao X.; Yang X.; Duan X.; Liu J.; Li S.","Li, Yinlong (58099436700); Zhan, Yingqing (36342130300); Zhang, Hongyi (59221523700); Gao, Xiaoming (60094977400); Yang, Xulin (37068189400); Duan, Xinyue (58515280100); Liu, Jie (59450664700); Li, Sihan (58718601100)","58099436700; 36342130300; 59221523700; 60094977400; 37068189400; 58515280100; 59450664700; 58718601100","Self-healing and early corrosion warning bi-functional waterborne epoxy coatings via intercomponent synergy between pH-sensitive Phen/BTA- loaded CaCO3 nanocontainer@ZIF-8 and graphene oxide for long-lasting protection of Q235 carbon steel","2026","3","10.1016/j.colsurfa.2025.138568","https://www.scopus.com/pages/publications/105017971253?origin=resultslist"
"Akhil U.V.; Radhika N.; Jeyaprakash N.; Ramkumar T.","Akhil, U.V. (58109630700); Radhika, N. (39661227200); Jeyaprakash, N. (58298388100); Ramkumar, T. (56971076000)","58109630700; 39661227200; 58298388100; 56971076000","Wear and corrosion resistance of Al2O3 and TiC deposition on steel substrate using self- propagating high temperature synthesis method","2024","4","10.1088/1402-4896/ad4e19","https://www.scopus.com/pages/publications/85194726858?origin=resultslist"
"Eliaz N.; Mitton D.B.; Cantini N.J.; Leisk G.; Wallace S.L.; Bellucci F.; Thompson G.E.; Latanision R.M.","Eliaz, N. (7003877801); Mitton, D.B. (7003830463); Cantini, N.J. (6506836192); Leisk, G. (6602462380); Wallace, S.L. (36884502200); Bellucci, F. (7005610882); Thompson, G.E. (35445664300); Latanision, R.M. (7004363106)","7003877801; 7003830463; 6506836192; 6602462380; 36884502200; 7005610882; 35445664300; 7004363106","The use of electrochemical impedance spectroscopy (EIS) and vibrating sample magnetometer (VSM) for measuring the corrosion rate of polymer-coated ferromagnetic metals","2001","3","10.1080/10667857.2001.11752917","https://www.scopus.com/pages/publications/0035360562?origin=resultslist"
"Habib K.; Muhana K.","Habib, K. (56188152300); Muhana, K. (7801504022)","56188152300; 7801504022","Holographic interferometry as electrochemical emission spectroscopy of a carbon steel in 5-20 ppm TROS C-70 inhibited seawater","2002","4","10.1016/S0143-8166(02)00036-2","https://www.scopus.com/pages/publications/0036884842?origin=resultslist"
"Liu S.N.; Su W.; Lv W.Y.; Wei Z.F.; Zeng C.L.","Liu, S.N. (55376300500); Su, W. (54396160900); Lv, W.Y. (55206146700); Wei, Z.F. (54396691600); Zeng, C.L. (7103181338)","55376300500; 54396160900; 55206146700; 54396691600; 7103181338","Electrochemical impedance spectroscopy studies of corrosion of two-phase Ni-Dy alloys in molten (0.62Li,0.38K)2CO3 at 650 °c","2013","3","10.1515/htmp-2012-0160","https://www.scopus.com/pages/publications/84887337460?origin=resultslist"
"Sukiman N.L.; Birbilis N.; Buchheit R.G.","Sukiman, N.L. (54973973700); Birbilis, N. (9239402500); Buchheit, R.G. (57203030748)","54973973700; 9239402500; 57203030748","Corrosion maps for aluminium alloys","2010","1","","https://www.scopus.com/pages/publications/84867810751?origin=resultslist"
"Wang Q.; Wang Y.C.; Du Z.; Liu X.","Wang, Qingjuan (15066362000); Wang, Y.C. (57225159508); Du, Zhongze (8329581300); Liu, Xiaoyan (57209845185)","15066362000; 57225159508; 8329581300; 57209845185","Investigation on corrosion behaviors of ultra-fine grain copper in 3.5% NaCl solution","2011","1","10.4028/www.scientific.net/MSF.667-669.1125","https://www.scopus.com/pages/publications/79951833099?origin=resultslist"
"Tian Y.; Wang H.; Zhu A.; He M.; Zhang B.; Sun X.; Shi L.","Tian, Yu (59419048900); Wang, Haokun (58349433100); Zhu, Aoxue (59418881600); He, Mingshan (59419385000); Zhang, Baoying (59419385100); Sun, Xigui (56442880000); Shi, Lei (57199772883)","59419048900; 58349433100; 59418881600; 59419385000; 59419385100; 56442880000; 57199772883","Effect of complexing agent on iron base zinc-nickel alloy coating","2024","2","10.1080/00150193.2024.2320561","https://www.scopus.com/pages/publications/85209785150?origin=resultslist"
"Abas A.Z.; Ismail M.C.; Eng K.K.","Abas, Ahmad Zaki (56316481900); Ismail, Mokhtar Che (14031615700); Eng, Kee Kok (56865753400)","56316481900; 14031615700; 56865753400","The effect of CO2-H2S on corrosion of low alloy steel 3%Cr in high partial pressure CO2 environments","2018","1","10.1063/1.5075587","https://www.scopus.com/pages/publications/85057310448?origin=resultslist"
"Ismail I.; Harun M.K.; Yahya M.Z.A.","Ismail, Ismaliza (37261543100); Harun, Mohamad Kamal (35876798800); Yahya, Muhd Zu Azhan (7003989967)","37261543100; 35876798800; 7003989967","Effect of ph and immersion time on the corrosion protection of sdbs:Znso4 pretreated mild steel in sodium chloride solution","2021","2","10.4028/www.scientific.net/SSP.317.491","https://www.scopus.com/pages/publications/85120526176?origin=resultslist"
"Abd Ali M.H.; Al-Hassani E.S.; Al-Hasani F.J.","Abd Ali, Mohammed H. (60004684600); Al-Hassani, Emad S. (49862620900); Al-Hasani, Fatimah J. (57212473657)","60004684600; 49862620900; 57212473657","Improving Corrosion Resistance of Stainless Steel 316L, Titanium Orthodontic Archwires Enhanced by Metallic Coatings","2025","1","10.1088/1742-6596/3028/1/012006","https://www.scopus.com/pages/publications/105011067110?origin=resultslist"
"Liu Z.; Guo T.; Jia J.; Nan X.; Zhang R.; Yi X.","Liu, Zehong (59301993700); Guo, Tieming (57211313690); Jia, Jiangang (23392868400); Nan, Xueli (54981725900); Zhang, Ruihua (57199380839); Yi, Xiangbin (59858198000)","59301993700; 57211313690; 23392868400; 54981725900; 57199380839; 59858198000","Effect of siliconizing temperature on microstructure and performance of alloy silicide layer on 347H stainless steel surface by melting salt non-electrolysis method","2025","4","10.1016/j.surfcoat.2025.131937","https://www.scopus.com/pages/publications/85219019638?origin=resultslist"
"Branzoi F.; Băran A.; Mihai M.A.; Praschiv A.","Branzoi, Florina (6603294920); Băran, Adriana (7102591204); Mihai, Marius Alexandru (57210144315); Praschiv, Alexandru (59710809500)","6603294920; 7102591204; 57210144315; 59710809500","Anticorrosive Effect of New Polymer Composite Coatings on Carbon Steel in Aggressive Environments by Electrochemical Procedures","2025","2","10.3390/coatings15030359","https://www.scopus.com/pages/publications/105001114483?origin=resultslist"
"Yu J.; Wang C.; Liang R.; Hu X.; Cui H.; He K.","Yu, Jianze (58365214000); Wang, Chunxia (55213966300); Liang, Ruidong (58367315100); Hu, Xionglei (58366784100); Cui, Hongbo (56973110700); He, Kezhun (36655712100)","58365214000; 55213966300; 58367315100; 58366784100; 56973110700; 36655712100","Effect of Rare Earth La on the Microstructure, Mechanical Properties, Electrical Conductivity, and Corrosion Behavior of an As-Cast Al-0.5 wt%Fe Aluminum Alloy","2023","4","10.1080/10584587.2023.2194824","https://www.scopus.com/pages/publications/85163219642?origin=resultslist"
"Wu L.; Huang J.; Liu W.; Chen J.; Li X.; Zhang Q.; Li C.","Wu, Liang (55714342100); Huang, Jiajia (59444059000); Liu, Wen (57490260200); Chen, Jinwei (57489896400); Li, Xi (55808017600); Zhang, Qiankun (48261673700); Li, Chun (36120594100)","55714342100; 59444059000; 57490260200; 57489896400; 55808017600; 48261673700; 36120594100","The corrosion resistance of porous Ni-Ti alloys in seawater","2022","1","10.1142/S0217979222400616","https://www.scopus.com/pages/publications/85126488024?origin=resultslist"
"Andsaler A.R.; Philip W.; Sudin I.; Mohd Yusop M.Z.","Andsaler, Adiba Rhaodah (57189062001); Philip, Wilver (57222549333); Sudin, Izman (57195334225); Mohd Yusop, Mohd Zamri (24472319200)","57189062001; 57222549333; 57195334225; 24472319200","Effects of graphene polymer nano composite coating on corrosion resistance of ASTM A106 carbon steel pipe","2020","2","10.11113/mjfas.v16n4.1931","https://www.scopus.com/pages/publications/85103157265?origin=resultslist"
"Liang C.; Du S.; Qu X.; Chen Y.; Xu Y.; Li G.; Wang L.","Liang, Chen (57983556000); Du, Siyu (58187882300); Qu, Xingyuan (57870156300); Chen, Yabing (59145606800); Xu, Yingchao (57210889490); Li, Guangyu (7407056111); Wang, Lei (57875454000)","57983556000; 58187882300; 57870156300; 59145606800; 57210889490; 7407056111; 57875454000","Improved protective properties of Mg alloy AZ31 using bis-[triethoxysilylpropyl] tetrasulfide silane films modified with nano TiO2 by electrochemically assisted deposition","2024","4","10.1016/j.colsurfb.2024.113972","https://www.scopus.com/pages/publications/85194226749?origin=resultslist"
"Qin J.; Li L.; Tu Y.; Cao F.; Suo Y.; Wang X.; Cui J.","Qin, Jingong (58898077800); Li, Lei (56095311700); Tu, Yanling (58897926300); Cao, Fanglin (57226825574); Suo, Yusong (57209603466); Wang, Xiangjie (35367549000); Cui, Jianzhong (57693601200)","58898077800; 56095311700; 58897926300; 57226825574; 57209603466; 35367549000; 57693601200","Electrochemical behavior and discharge performance of Al-1Zn-0.4Mn-0.1Sn-xBi as anode alloys for Al-air battery in KOH solution","2025","4","10.1016/j.matchemphys.2024.130200","https://www.scopus.com/pages/publications/85210013584?origin=resultslist"
"Alam M.; Altaf M.; Ahmed M.; Shaik M.R.; Wahab R.; Shaik J.P.; Samdani M.S.; Ahmad A.","Alam, Manawwer (35561021700); Altaf, Mohammad (58639675400); Ahmed, Mukhtar (7402831261); Shaik, Mohammed Rafi (55098241300); Wahab, Rizwan (16426504800); Shaik, Jilani Purusottapatnam (36524079200); Samdani, Mohammad Shahzad (55539618700); Ahmad, Ashfaq (59442236400)","35561021700; 58639675400; 7402831261; 55098241300; 16426504800; 36524079200; 55539618700; 59442236400","Development of Metallo (Calcium/Magnesium) Polyurethane Nanocomposites for Anti-Corrosive Applications","2022","5","10.3390/ma15238374","https://www.scopus.com/pages/publications/85143706960?origin=resultslist"
"Narayanan D.; Esmacher O.; Xue L.; Paredes M.; Castaneda H.","Narayanan, Deeparekha (57388705600); Esmacher, Olivia (57221100495); Xue, Lufeng (57204592566); Paredes, Marcelo (54893597000); Castaneda, Homero (7003734878)","57388705600; 57221100495; 57204592566; 54893597000; 7003734878","Effect of Temperature on the Corrosion Behavior of a Al2Cr5Cu5Fe53Ni35 Multi-Principal Element Alloy (MPEA) in Simulated Soil Environments","2024","3","10.1149/1945-7111/ad65bc","https://www.scopus.com/pages/publications/85200341831?origin=resultslist"
"Lakavat M.; Bhaumik A.; Deepanraj B.; Senthilkumar N.","Lakavat, Motilal (57205598939); Bhaumik, Amiya (57209775120); Deepanraj, B. (37110675700); Senthilkumar, N. (56299805500)","57205598939; 57209775120; 37110675700; 56299805500","Abrasive wear and corrosion behavior of hybrid AMMCS reinforced with solid lubricant and ceramic particulates","2022","5","10.1063/5.0074233","https://www.scopus.com/pages/publications/85131190500?origin=resultslist"
"Jones A.-A.D., Iii; Buie C.R.","Jones, A.-Andrew D. (57207018722); Buie, Cullen R. (12785253500)","57207018722; 12785253500","In situ continuous electrochemical quantification of bacterial adhesion to electrically polarized metallic surfaces under shear","2022","1","10.1116/6.0001585","https://www.scopus.com/pages/publications/85126423144?origin=resultslist"
